"fbid","symbol"
"FBgn0050485","CG30485"
"FBgn0033879","Echs1"
"FBgn0033880","CG6553"
"FBgn0086356","tum"
"FBgn0263697","Uba3"
"FBgn0033883","CG16935"
"FBgn0033884","CG13344"
"FBgn0013733","shot"
"FBgn0033885","DJ-1alpha"
"FBgn0262739","AGO1"
"FBgn0053155","CG33155"
"FBgn0033886","Rpn13"
"FBgn0013770","Cp1"
"FBgn0261975","CG42806"
"FBgn0275436","PheRS-m"
"FBgn0033887","St4"
"FBgn0033888","CG18568"
"FBgn0033889","CG6701"
"FBgn0033890","Ctf4"
"FBgn0033891","CG8067"
"FBgn0020620","RN-tre"
"FBgn0002643","mam"
"FBgn0040752","Prosap"
"FBgn0033897","Rcd1"
"FBgn0086895","pea"
"FBgn0040751","CG13018"
"FBgn0033899","CG13016"
"FBgn0033900","CysRS-m"
"FBgn0033901","O-fut1"
"FBgn0033902","eIF3m"
"FBgn0033903","CG8323"
"FBgn0033904","CG18327"
"FBgn0033905","CG18324"
"FBgn0033906","ReepB"
"FBgn0033907","mRpS16"
"FBgn0000289","cg"
"FBgn0050069","CG30069"
"FBgn0033912","RpS23"
"FBgn0033913","CG8468"
"FBgn0261276","Opa1"
"FBgn0033915","CG8485"
"FBgn0033916","Usp20-33"
"FBgn0033917","SmydA-1"
"FBgn0010241","Mdr50"
"FBgn0001220","Hsc70-5"
"FBgn0033918","CG8531"
"FBgn0027538","beta4GalNAcTA"
"FBgn0033919","CG8547"
"FBgn0261270","SelD"
"FBgn0261269","conv"
"FBgn0263397","Ih"
"FBgn0033921","tej"
"FBgn0085408","Shrm"
"FBgn0033924","CG8613"
"FBgn0033925","CG8617"
"FBgn0033926","Arc1"
"FBgn0033928","Arc2"
"FBgn0033929","Tfb1"
"FBgn0085213","CG34184"
"FBgn0085471","CG34442"
"FBgn0033934","CG17385"
"FBgn0033935","Sin1"
"FBgn0033936","Achl"
"FBgn0013725","phyl"
"FBgn0267824","PRAS40"
"FBgn0024698","Cpsf160"
"FBgn0261823","Asx"
"FBgn0033942","Cpr51A"
"FBgn0050197","CG30197"
"FBgn0265974","ttv"
"FBgn0050076","CG30076"
"FBgn0010397","LamC"
"FBgn0019938","RpI1"
"FBgn0050077","Blos1"
"FBgn0003742","tra2"
"FBgn0033945","CG12868"
"FBgn0053469","CG33469"
"FBgn0053468","CG33468"
"FBgn0026427","Su(var)2-HP2"
"FBgn0010638","Sec61beta"
"FBgn0033948","CG12863"
"FBgn0033949","Had2"
"FBgn0033951","CG10139"
"FBgn0020269","mspo"
"FBgn0050479","CG30479"
"FBgn0010388","Dro"
"FBgn0028689","Rpn6"
"FBgn0050476","ave"
"FBgn0033960","CG10151"
"FBgn0033961","ND-B15"
"FBgn0266723","Trs31"
"FBgn0020767","Spred"
"FBgn0015602","BEAF-32"
"FBgn0016684","NaPi-T"
"FBgn0033971","CG10209"
"FBgn0027783","SMC2"
"FBgn0028434","Ercc1"
"FBgn0033972","Ciao1"
"FBgn0033973","HPS1"
"FBgn0053506","CG33506"
"FBgn0053505","U3-55K"
"FBgn0264962","Pcf11"
"FBgn0013773","Cyp6a22"
"FBgn0015714","Cyp6a17"
"FBgn0033978","Cyp6a23"
"FBgn0033979","Cyp6a19"
"FBgn0013771","Cyp6a9"
"FBgn0033980","Cyp6a20"
"FBgn0033981","Cyp6a21"
"FBgn0013772","Cyp6a8"
"FBgn0033982","Cyp317a1"
"FBgn0027596","Kank"
"FBgn0033983","ADPS"
"FBgn0040747","CG12853"
"FBgn0033984","Lap1"
"FBgn0033985","CG10257"
"FBgn0261854","aPKC"
"FBgn0033987","ckn"
"FBgn0033988","pcs"
"FBgn0033989","CG7639"
"FBgn0033990","CG10265"
"FBgn0029082","hbs"
"FBgn0015371","chn"
"FBgn0262954","Rpb12"
"FBgn0033993","CG8089"
"FBgn0033994","CG7544"
"FBgn0013467","igl"
"FBgn0033995","GPHR"
"FBgn0033996","CG11807"
"FBgn0259737","CG42391"
"FBgn0033998","row"
"FBgn0033999","CG8093"
"FBgn0034000","CG11808"
"FBgn0034001","mRpL41"
"FBgn0034002","CG8079"
"FBgn0001187","Hex-C"
"FBgn0259878","Fs"
"FBgn0286785","scb"
"FBgn0034005","ItgaPS4"
"FBgn0265194","Trpm"
"FBgn0034008","CG8152"
"FBgn0004698","Xpc"
"FBgn0034009","CG8155"
"FBgn0013750","Arf51F"
"FBgn0034012","Hr51"
"FBgn0034013","unc-5"
"FBgn0011660","Pms2"
"FBgn0000996","dup"
"FBgn0286813","SRPK"
"FBgn0263980","Stacl"
"FBgn0034021","CG8180"
"FBgn0034025","Pgant1"
"FBgn0019968","Khc-73"
"FBgn0050467","CG30467"
"FBgn0034027","CG8187"
"FBgn0022097","Vha36-1"
"FBgn0034029","eIF2Bgamma"
"FBgn0034030","CG8192"
"FBgn0034031","CG12963"
"FBgn0034032","CG8195"
"FBgn0024754","Flo1"
"FBgn0050466","CG30466"
"FBgn0013762","Cdk5"
"FBgn0034033","CG8204"
"FBgn0260429","CG42524"
"FBgn0023441","fus"
"FBgn0034035","CG8207"
"FBgn0262512","Vha14-1"
"FBgn0050091","CG30091"
"FBgn0284254","Impbeta11"
"FBgn0050082","CG30082"
"FBgn0050090","CG30090"
"FBgn0053460","CG33460"
"FBgn0050083","CG30083"
"FBgn0050089","CG30089"
"FBgn0265991","Zasp52"
"FBgn0034046","tun"
"FBgn0003130","Poxn"
"FBgn0034045","CG8249"
"FBgn0034047","CG12970"
"FBgn0022160","Gpo1"
"FBgn0050085","Rif1"
"FBgn0264089","sli"
"FBgn0034049","bdg"
"FBgn0015247","Diap2"
"FBgn0034050","bug"
"FBgn0034051","Mlf"
"FBgn0034052","CG8299"
"FBgn0265045","Strn-Mlck"
"FBgn0034054","CG8366"
"FBgn0034057","CG8314"
"FBgn0034058","Pex11"
"FBgn0034059","CG8320"
"FBgn0020236","ATPCL"
"FBgn0034060","CG8370"
"FBgn0034061","Ufc1"
"FBgn0034063","CG8389"
"FBgn0034062","CG8388"
"FBgn0010590","Prosbeta1"
"FBgn0034065","Rrp42"
"FBgn0034066","CG8397"
"FBgn0034067","CG8399"
"FBgn0034068","casp"
"FBgn0034069","CG8401"
"FBgn0034070","SP2353"
"FBgn0034071","CG8405"
"FBgn0034072","Dg"
"FBgn0083983","mRpL34"
"FBgn0034073","CG8414"
"FBgn0014020","Rho1"
"FBgn0265605","Ric"
"FBgn0034075","Asph"
"FBgn0010052","Jhe"
"FBgn0086676","spin"
"FBgn0001124","Got1"
"FBgn0050094","CG30094"
"FBgn0027091","CysRS"
"FBgn0029175","sotv"
"FBgn0034081","CG10731"
"FBgn0034083","lbk"
"FBgn0034084","CG8435"
"FBgn0034085","Ptp52F"
"FBgn0015754","Lis-1"
"FBgn0034086","CG8441"
"FBgn0034087","clu"
"FBgn0262166","calypso"
"FBgn0265177","CG44242"
"FBgn0265178","CG44243"
"FBgn0015295","Shark"
"FBgn0034091","mrj"
"FBgn0034093","CG15706"
"FBgn0034094","Tsf3"
"FBgn0034095","CG15701"
"FBgn0034098","krimp"
"FBgn0261612","CngA"
"FBgn0025519","fidipidine"
"FBgn0015925","csul"
"FBgn0001308","Khc"
"FBgn0050324","CG30324"
"FBgn0050099","CG30099"
"FBgn0028424","JhI-26"
"FBgn0034109","CG7747"
"FBgn0034110","Atg9"
"FBgn0085428","Nox"
"FBgn0034113","CG8060"
"FBgn0050096","CG30096"
"FBgn0034114","CG4282"
"FBgn0262511","Vha44"
"FBgn0010611","Hmgs"
"FBgn0034117","CG7997"
"FBgn0034118","Nup62"
"FBgn0262560","wcd"
"FBgn0262816","CG43187"
"FBgn0264273","Sema2b"
"FBgn0011260","Sema2a"
"FBgn0034135","Syn2"
"FBgn0034136","DAT"
"FBgn0034137","CG4945"
"FBgn0034138","RpS15"
"FBgn0034140","Lst"
"FBgn0016131","Cdk4"
"FBgn0003274","RpLP2"
"FBgn0034141","CG8311"
"FBgn0034142","CG8306"
"FBgn0034143","CG8303"
"FBgn0034145","CG5065"
"FBgn0040505","Alk"
"FBgn0020506","Amyrel"
"FBgn0024319","Nach"
"FBgn0024315","Picot"
"FBgn0085486","CG34457"
"FBgn0085487","CG34458"
"FBgn0050463","Pgant9"
"FBgn0013763","Idgf6"
"FBgn0259967","Sfp53D"
"FBgn0034151","CG15617"
"FBgn0053530","Acp53C14c"
"FBgn0267002","unc-104"
"FBgn0259738","CG42392"
"FBgn0034156","CG5348"
"FBgn0010213","Sod2"
"FBgn0034158","CG5522"
"FBgn0034160","CG5550"
"FBgn0085488","CG34459"
"FBgn0085489","CG34460"
"FBgn0025830","IntS8"
"FBgn0025832","Fen1"
"FBgn0026533","Dek"
"FBgn0014870","Psi"
"FBgn0028737","eEF1beta"
"FBgn0034162","CG6426"
"FBgn0003091","Pkc53E"
"FBgn0034168","CG15614"
"FBgn0085444","mute"
"FBgn0085220","Ufm1"
"FBgn0265174","PIG-V"
"FBgn0034172","CG6665"
"FBgn0004580","Cbp53E"
"FBgn0034175","ste24b"
"FBgn0034176","ste24a"
"FBgn0034177","AsnRS-m"
"FBgn0026402","NiPp1"
"FBgn0034179","CG6805"
"FBgn0034180","Ehbp1"
"FBgn0034181","CG8963"
"FBgn0263864","Dark"
"FBgn0023172","RhoGEF2"
"FBgn0034182","SmydA-7"
"FBgn0034184","CG9646"
"FBgn0026721","fat-spondin"
"FBgn0086350","tef"
"FBgn0034186","CG8950"
"FBgn0034187","CG6967"
"FBgn0050460","CG30460"
"FBgn0010591","Sply"
"FBgn0034191","CG6984"
"FBgn0010226","GstS1"
"FBgn0050456","CG30456"
"FBgn0034194","CG15611"
"FBgn0000079","Amy-p"
"FBgn0000078","Amy-d"
"FBgn0034197","Cda9"
"FBgn0034198","CG11400"
"FBgn0034199","Gbp1"
"FBgn0034200","Gbp2"
"FBgn0262563","CG43103"
"FBgn0262567","CG43107"
"FBgn0265487","mbl"
"FBgn0010620","CG10939"
"FBgn0034210","Camp"
"FBgn0016697","Prosalpha5"
"FBgn0286070","cnk"
"FBgn0022029","l(2)k01209"
"FBgn0034214","CG6550"
"FBgn0034215","Mtap"
"FBgn0025716","Bap55"
"FBgn0034217","Lhr"
"FBgn0027506","EDTP"
"FBgn0034218","CG18467"
"FBgn0034219","mthl4"
"FBgn0028956","mthl3"
"FBgn0034221","CG10764"
"FBgn0263233","robls54B"
"FBgn0024196","robl"
"FBgn0028953","CG14478"
"FBgn0034223","Tes"
"FBgn0022987","qkr54B"
"FBgn0034224","insb"
"FBgn0262570","CG43110"
"FBgn0034225","veil"
"FBgn0050104","NT5E-2"
"FBgn0034230","CG4853"
"FBgn0034231","APC10"
"FBgn0034232","CG4866"
"FBgn0263197","Patronin"
"FBgn0034237","eIF3b"
"FBgn0263113","Cc2d2a"
"FBgn0085223","CG34194"
"FBgn0028382","cyp33"
"FBgn0010409","RpL18A"
"FBgn0034240","MESR4"
"FBgn0263076","Klp54D"
"FBgn0263029","CG43324"
"FBgn0034243","Ns2"
"FBgn0040294","POSH"
"FBgn0034245","UQCR-6.4"
"FBgn0250868","CG42239"
"FBgn0016701","Rab4"
"FBgn0034246","Dcr-2"
"FBgn0034247","CG6484"
"FBgn0034248","CG14483"
"FBgn0034249","RhoGAP54D"
"FBgn0029079","icln"
"FBgn0050105","CG30105"
"FBgn0029006","Smurf"
"FBgn0034251","ND-51L1"
"FBgn0264541","CG43920"
"FBgn0034253","CG10936"
"FBgn0034255","Oxp"
"FBgn0050106","CCHa1-R"
"FBgn0034258","eIF3c"
"FBgn0050108","CG30108"
"FBgn0050109","CG30109"
"FBgn0034259","P32"
"FBgn0016059","Sema1b"
"FBgn0034261","HPS4"
"FBgn0260764","CG42562"
"FBgn0034262","swi2"
"FBgn0027872","rdgBbeta"
"FBgn0028494","CG6424"
"FBgn0034264","Dlish"
"FBgn0034265","Snx16"
"FBgn0034267","CG4984"
"FBgn0034266","CG4975"
"FBgn0085224","CG34195"
"FBgn0034269","Hyccin"
"FBgn0034270","PIG-A"
"FBgn0034271","Vps50"
"FBgn0003545","sub"
"FBgn0034275","CG5002"
"FBgn0027572","CG5009"
"FBgn0034277","OstDelta"
"FBgn0034278","CG14488"
"FBgn0034279","CG18635"
"FBgn0028740","CG6362"
"FBgn0026309","aft"
"FBgn0026316","Ubc10"
"FBgn0028744","CG5033"
"FBgn0028743","Dhit"
"FBgn0259211","grh"
"FBgn0041585","olf186-F"
"FBgn0015522","olf186-M"
"FBgn0050323","CG30323"
"FBgn0003701","thr"
"FBgn0034282","Mapmodulin"
"FBgn0011589","Elk"
"FBgn0283437","PPO1"
"FBgn0034286","dpr13"
"FBgn0034288","CG5084"
"FBgn0034289","CG10910"
"FBgn0034290","CG5773"
"FBgn0034291","CG5770"
"FBgn0034292","CG5767"
"FBgn0054005","CG34005"
"FBgn0034293","CG14495"
"FBgn0034294","Muc55B"
"FBgn0034295","CG10911"
"FBgn0034296","CG10912"
"FBgn0085415","CG34386"
"FBgn0034299","CG5757"
"FBgn0034300","CG5098"
"FBgn0003520","stau"
"FBgn0028983","Spn55B"
"FBgn0040465","Dlip3"
"FBgn0001222","Hsf"
"FBgn0003044","Pcl"
"FBgn0265297","pAbp"
"FBgn0062440","EMRE"
"FBgn0034304","CG5742"
"FBgn0000057","adp"
"FBgn0022238","lolal"
"FBgn0034307","CG10914"
"FBgn0034308","CG10915"
"FBgn0034310","Nup75"
"FBgn0260392","CG42518"
"FBgn0027836","Dgp-1"
"FBgn0034312","CG10916"
"FBgn0034313","CG5726"
"FBgn0034314","nopo"
"FBgn0034315","CG5721"
"FBgn0053958","CG33958"
"FBgn0034317","CG14499"
"FBgn0034318","CG14500"
"FBgn0000658","fj"
"FBgn0266420","Ote"
"FBgn0053198","pen-2"
"FBgn0285917","sbb"
"FBgn0034321","CG14502"
"FBgn0034326","CG18540"
"FBgn0034327","CG14505"
"FBgn0063499","GstE10"
"FBgn0034335","GstE1"
"FBgn0063498","GstE2"
"FBgn0063497","GstE3"
"FBgn0063496","GstE4"
"FBgn0063495","GstE5"
"FBgn0063494","GstE6"
"FBgn0063493","GstE7"
"FBgn0063492","GstE8"
"FBgn0063491","GstE9"
"FBgn0013983","imd"
"FBgn0027835","Dp1"
"FBgn0034345","CG5174"
"FBgn0034346","PIG-O"
"FBgn0284257","Ttd14"
"FBgn0261477","slim"
"FBgn0261119","Prp19"
"FBgn0034351","rswl"
"FBgn0028496","CG30116"
"FBgn0034354","GstE11"
"FBgn0262476","CG43066"
"FBgn0034356","Pepck2"
"FBgn0085419","Rgk2"
"FBgn0050115","GEFmeso"
"FBgn0261587","CG42697"
"FBgn0034360","CG10927"
"FBgn0034361","mRpS28"
"FBgn0034362","CG5323"
"FBgn0034366","Atg7"
"FBgn0034365","CG5335"
"FBgn0266671","Sec6"
"FBgn0000566","Eip55E"
"FBgn0034368","zda"
"FBgn0050122","CG30122"
"FBgn0034371","Ntan1"
"FBgn0053136","CG33136"
"FBgn0023214","edl"
"FBgn0262102","CG42855"
"FBgn0262103","Sik3"
"FBgn0034379","CG15073"
"FBgn0034380","Vps51"
"FBgn0053147","Hs3st-A"
"FBgn0034387","Cyp12b2"
"FBgn0259682","Jabba"
"FBgn0034389","Mctp"
"FBgn0034390","CG15093"
"FBgn0034392","MFS15"
"FBgn0010651","MFS14"
"FBgn0034394","CG15096"
"FBgn0010551","Phb2"
"FBgn0034396","CG15097"
"FBgn0034397","CG15082"
"FBgn0034398","CG15098"
"FBgn0034399","CG15083"
"FBgn0034400","CG15099"
"FBgn0034401","MetRS"
"FBgn0034402","CG15084"
"FBgn0034403","CG18190"
"FBgn0010053","Jheh1"
"FBgn0034405","Jheh2"
"FBgn0034406","Jheh3"
"FBgn0262479","CG43069"
"FBgn0004240","DptA"
"FBgn0034407","DptB"
"FBgn0034408","sano"
"FBgn0014269","prod"
"FBgn0041702","CG15107"
"FBgn0267351","Topors"
"FBgn0265356","tn"
"FBgn0263116","5-HT1B"
"FBgn0004168","5-HT1A"
"FBgn0034417","CG15117"
"FBgn0027535","botv"
"FBgn0034418","CG15118"
"FBgn0034419","CG15111"
"FBgn0000578","ena"
"FBgn0034420","CG10737"
"FBgn0263395","hppy"
"FBgn0034422","CG7137"
"FBgn0010434","cora"
"FBgn0004003","wbl"
"FBgn0003254","rib"
"FBgn0034425","CG11906"
"FBgn0034426","AANATL5"
"FBgn0034429","AANATL4"
"FBgn0013954","Fkbp12"
"FBgn0034430","mip40"
"FBgn0086358","Tab2"
"FBgn0034432","CG7461"
"FBgn0034433","EndoB"
"FBgn0264753","Rgk1"
"FBgn0054045","CG34045"
"FBgn0034436","CG11961"
"FBgn0034437","CG10051"
"FBgn0034438","CG9416"
"FBgn0034439","CG10062"
"FBgn0034440","CG10073"
"FBgn0034442","CG11257"
"FBgn0261439","SdhA"
"FBgn0034443","cer"
"FBgn0263391","hts"
"FBgn0012051","CalpA"
"FBgn0020440","Fak"
"FBgn0040273","Spt5"
"FBgn0013325","RpL11"
"FBgn0034446","Arl6"
"FBgn0266711","EloC"
"FBgn0284243","betaTub56D"
"FBgn0034447","CG7744"
"FBgn0260934","par-1"
"FBgn0002716","mei-W68"
"FBgn0034451","TBCB"
"FBgn0034452","Oseg6"
"FBgn0026378","Rep"
"FBgn0261456","hpo"
"FBgn0034455","CG11007"
"FBgn0003435","sm"
"FBgn0034462","CG15905"
"FBgn0034463","CG15125"
"FBgn0015949","hrg"
"FBgn0028372","isopeptidase-T-3"
"FBgn0040730","CG15127"
"FBgn0085227","CG34198"
"FBgn0034467","CG15128"
"FBgn0040729","CG15126"
"FBgn0034468","Obp56a"
"FBgn0034476","Toll-7"
"FBgn0034479","CG8654"
"FBgn0034480","CG16898"
"FBgn0004364","18w"
"FBgn0034488","Hacl"
"FBgn0034489","ppk6"
"FBgn0034490","CG9864"
"FBgn0025720","Ate1"
"FBgn0034491","Hsl"
"FBgn0005655","PCNA"
"FBgn0010411","RpS18"
"FBgn0034493","CG8908"
"FBgn0034494","CG10444"
"FBgn0034495","CG11788"
"FBgn0034496","CG9143"
"FBgn0034497","Mpcp1"
"FBgn0034498","CG16868"
"FBgn0034500","CG11200"
"FBgn0034501","CG13868"
"FBgn0027529","tapas"
"FBgn0034503","MED8"
"FBgn0034504","CG8929"
"FBgn0034507","CG11192"
"FBgn0086604","side-VIII"
"FBgn0050151","CG30151"
"FBgn0050154","CG30154"
"FBgn0034512","CG18067"
"FBgn0050148","CG30148"
"FBgn0034520","lms"
"FBgn0034521","Mgat1"
"FBgn0034523","Nnf1a"
"FBgn0267791","HnRNP-K"
"FBgn0050147","Hil"
"FBgn0034527","CG9945"
"FBgn0034528","CG11180"
"FBgn0034529","FAM21"
"FBgn0034530","Rcd6"
"FBgn0250850","rig"
"FBgn0034532","CG13436"
"FBgn0034534","maf-S"
"FBgn0034535","CG11110"
"FBgn0034537","DMAP1"
"FBgn0034540","Lrt"
"FBgn0034538","CG16799"
"FBgn0034541","CG13437"
"FBgn0034542","Fem-1"
"FBgn0000615","exu"
"FBgn0034543","galla-1"
"FBgn0040726","dpr1"
"FBgn0263848","CG43709"
"FBgn0265877","CG44666"
"FBgn0263741","CG43666"
"FBgn0263760","CG43677"
"FBgn0011674","insc"
"FBgn0016984","sktl"
"FBgn0040653","IM4"
"FBgn0067905","IM14"
"FBgn0050295","Ipk1"
"FBgn0034558","Cib2"
"FBgn0000044","Act57B"
"FBgn0008636","hbn"
"FBgn0083951","CG34115"
"FBgn0034564","CG9344"
"FBgn0034569","dgt3"
"FBgn0261394","Prosalpha3"
"FBgn0034570","CG10543"
"FBgn0050291","CG30291"
"FBgn0001133","grau"
"FBgn0034572","CG9346"
"FBgn0034573","CG3295"
"FBgn0050296","RIC-3"
"FBgn0034576","ND-B14.7"
"FBgn0003391","shg"
"FBgn0034577","cpa"
"FBgn0034578","CG15653"
"FBgn0034579","mRpL54"
"FBgn0034580","Cht8"
"FBgn0050293","Cht12"
"FBgn0022700","Cht4"
"FBgn0034582","Cht9"
"FBgn0034583","CG10527"
"FBgn0003748","Treh"
"FBgn0034585","Rbpn-5"
"FBgn0085425","CG34396"
"FBgn0011824","CG4038"
"FBgn0015721","ktub"
"FBgn0034588","CG9394"
"FBgn0020312","Tmtc3"
"FBgn0002736","mago"
"FBgn0034590","Magi"
"FBgn0021872","Xbp1"
"FBgn0026582","Hmg-2"
"FBgn0050389","CG30389"
"FBgn0034598","CG4266"
"FBgn0034599","hng1"
"FBgn0261067","LSm1"
"FBgn0261850","Xpd"
"FBgn0003162","Pu"
"FBgn0003891","tud"
"FBgn0034602","Lapsyn"
"FBgn0265180","CG44245"
"FBgn0265191","Gyg"
"FBgn0027073","Ugt49B1"
"FBgn0034605","Ugt49C1"
"FBgn0034606","ASPP"
"FBgn0085426","Rgk3"
"FBgn0085232","CG34203"
"FBgn0034611","MFS16"
"FBgn0034612","CG10505"
"FBgn0050392","CG30392"
"FBgn0050390","Sgf29"
"FBgn0016726","RpL29"
"FBgn0034614","CG9752"
"FBgn0261554","CG42672"
"FBgn0034617","Panx"
"FBgn0034618","CG9485"
"FBgn0250824","CG33655"
"FBgn0050394","CG30394"
"FBgn0020306","dom"
"FBgn0034622","BBS9"
"FBgn0034623","CG9822"
"FBgn0034624","CG17974"
"FBgn0000395","cv-2"
"FBgn0034626","CG10795"
"FBgn0034627","eEFSec"
"FBgn0034628","Acox57D-p"
"FBgn0034629","Acox57D-d"
"FBgn0010415","Sdc"
"FBgn0026369","Sara"
"FBgn0010470","Fkbp14"
"FBgn0034631","TAF1C-like"
"FBgn0043070","MESK2"
"FBgn0034634","CG10494"
"FBgn0003731","Egfr"
"FBgn0050286","CG30286"
"FBgn0050287","CG30287"
"FBgn0069056","CG33226"
"FBgn0260477","CG30283"
"FBgn0034636","twz"
"FBgn0034638","CG10433"
"FBgn0034639","CG15673"
"FBgn0042180","CG18870"
"FBgn0000326","clt"
"FBgn0016641","PTP-ER"
"FBgn0034641","mahj"
"FBgn0034642","CG15674"
"FBgn0034643","CG10321"
"FBgn0034644","CG10082"
"FBgn0050284","CG30284"
"FBgn0034645","ND-B12"
"FBgn0034646","Rae1"
"FBgn0034647","pirk"
"FBgn0259710","CG42364"
"FBgn0259711","CG42365"
"FBgn0034650","NC2alpha"
"FBgn0050263","stum"
"FBgn0034654","eIF3k"
"FBgn0003687","Tbp"
"FBgn0050285","CG30285"
"FBgn0034655","CG10307"
"FBgn0027360","Tim10"
"FBgn0266346","CngB"
"FBgn0010228","HmgZ"
"FBgn0004362","HmgD"
"FBgn0050403","CG30403"
"FBgn0050404","Tango11"
"FBgn0034657","LBR"
"FBgn0034662","CG13492"
"FBgn0054040","CG34040"
"FBgn0034663","CG4363"
"FBgn0034664","CG4377"
"FBgn0085397","Fili"
"FBgn0034670","CG13488"
"FBgn0263324","CG43405"
"FBgn0034671","CG13494"
"FBgn0034674","CG9304"
"FBgn0085399","CG34370"
"FBgn0265192","Snp"
"FBgn0265184","CG44249"
"FBgn0034688","CG11474"
"FBgn0034689","CG2921"
"FBgn0067102","GlcT"
"FBgn0034691","Synj"
"FBgn0034692","CG13502"
"FBgn0034693","CG11073"
"FBgn0034694","Plekhm1"
"FBgn0243516","Vrp1"
"FBgn0050280","CG30280"
"FBgn0050281","CG30281"
"FBgn0002715","mei-S332"
"FBgn0034697","GM130"
"FBgn0029147","NtR"
"FBgn0000008","a"
"FBgn0029084","gom"
"FBgn0034703","CG3045"
"FBgn0034704","CG6758"
"FBgn0034705","CG11170"
"FBgn0034706","CG11275"
"FBgn0034707","MED16"
"FBgn0034708","Vps35"
"FBgn0034709","Swim"
"FBgn0283480","Alp2"
"FBgn0034713","CG11291"
"FBgn0025186","ari-2"
"FBgn0050277","Oatp58Da"
"FBgn0034715","Oatp58Db"
"FBgn0034716","Oatp58Dc"
"FBgn0020307","dve"
"FBgn0034717","CG5819"
"FBgn0034718","wdp"
"FBgn0013272","Gp150"
"FBgn0085236","CG34207"
"FBgn0017482","T3dh"
"FBgn0016053","pgc"
"FBgn0034720","Liprin-gamma"
"FBgn0034722","Rtf1"
"FBgn0025878","wrapper"
"FBgn0034723","CG13506"
"FBgn0034724","babos"
"FBgn0034725","CG6044"
"FBgn0053200","VepD"
"FBgn0022984","qkr58E-3"
"FBgn0034726","Mes4"
"FBgn0022986","qkr58E-1"
"FBgn0022985","qkr58E-2"
"FBgn0034727","mRpS29"
"FBgn0034728","rad50"
"FBgn0034729","CG10344"
"FBgn0034730","ppk12"
"FBgn0034733","CG4752"
"FBgn0034734","CG4554"
"FBgn0034735","CG4610"
"FBgn0003175","px"
"FBgn0034736","gas"
"FBgn0260866","dnr1"
"FBgn0034741","CG4269"
"FBgn0034742","CG4294"
"FBgn0034743","RpS16"
"FBgn0034744","Vps20"
"FBgn0053143","CG33143"
"FBgn0034748","CG17807"
"FBgn0019949","Cdk9"
"FBgn0026261","bonsai"
"FBgn0034750","CG3732"
"FBgn0261596","RpS24"
"FBgn0040091","Ugt317A1"
"FBgn0034753","CG2852"
"FBgn0034740","nsr"
"FBgn0034756","Cyp6d2"
"FBgn0260768","CG42566"
"FBgn0034761","CG4250"
"FBgn0262141","CG42867"
"FBgn0040658","CG13516"
"FBgn0034763","RYBP"
"FBgn0020257","Ppa"
"FBgn0005631","robo1"
"FBgn0034770","Obp58d"
"FBgn0050275","CG30275"
"FBgn0050268","CG30268"
"FBgn0028371","jbug"
"FBgn0259145","CG42260"
"FBgn0011211","blw"
"FBgn0000405","CycB"
"FBgn0086408","stl"
"FBgn0050271","CG30271"
"FBgn0050272","MFS1"
"FBgn0050265","CG30265"
"FBgn0034782","CG12490"
"FBgn0034783","CG9825"
"FBgn0034784","CG9826"
"FBgn0034786","CG13531"
"FBgn0010078","RpL23"
"FBgn0034788","CG13532"
"FBgn0034789","PIP5K59B"
"FBgn0034791","EMC8-9"
"FBgn0034792","YME1L"
"FBgn0034793","asrij"
"FBgn0267823","Gmer"
"FBgn0034795","MED23"
"FBgn0034796","CG3700"
"FBgn0034797","nahoda"
"FBgn0050187","CG30187"
"FBgn0010660","Nup214"
"FBgn0261564","ReepA"
"FBgn0034800","CG3788"
"FBgn0034802","CNBP"
"FBgn0034803","CG9849"
"FBgn0034804","CG3831"
"FBgn0003900","twi"
"FBgn0034808","CG9896"
"FBgn0261705","CG42741"
"FBgn0010622","DCTN3-p24"
"FBgn0034814","CG9890"
"FBgn0261363","PPO3"
"FBgn0021979","l(2)k09913"
"FBgn0003062","Fib"
"FBgn0034816","CG3085"
"FBgn0034817","Art7"
"FBgn0262843","CG43207"
"FBgn0034829","CG9899"
"FBgn0085400","side-V"
"FBgn0050410","Rpi"
"FBgn0034849","CG3500"
"FBgn0085452","CG34423"
"FBgn0085453","Mthfs"
"FBgn0003977","vir"
"FBgn0034853","Ice1"
"FBgn0034854","Golgin245"
"FBgn0040660","CG13551"
"FBgn0041712","yellow-d"
"FBgn0050414","CG30414"
"FBgn0250838","roh"
"FBgn0034858","eIF2Bdelta"
"FBgn0028497","CG3530"
"FBgn0034859","CG3520"
"FBgn0034860","CG9812"
"FBgn0050411","CG30411"
"FBgn0034861","CG9815"
"FBgn0264339","CG43795"
"FBgn0034871","CG3906"
"FBgn0015372","RabX1"
"FBgn0261786","mi"
"FBgn0000241","bw"
"FBgn0050181","ppk3"
"FBgn0041233","Gr59e"
"FBgn0041234","Gr59f"
"FBgn0050185","AIMP3"
"FBgn0034876","wmd"
"FBgn0034877","levy"
"FBgn0034878","pita"
"FBgn0010501","Dcp-1"
"FBgn0034879","Rrp4"
"FBgn0015277","Pi3K59F"
"FBgn0015903","apt"
"FBgn0034883","Eglp2"
"FBgn0034885","Eglp4"
"FBgn0004795","retn"
"FBgn0266377","Pde8"
"FBgn0034887","St1"
"FBgn0265052","St3"
